"","date","state","positive","probableCases","negative","totalTestResults","positiveIncrease","totalTestResultsIncrease","death"
"392",2020-12-05,"WY",35941,4691,144576,417627,204,5342,257
"393",2020-12-04,"AK",34041,NA,1016328,1050369,750,9864,142
"394",2020-12-04,"AL",264199,45130,1407299,1626368,3840,10420,3831
"395",2020-12-04,"AR",167137,22227,1589776,1734686,2827,15285,2586
"396",2020-12-04,"AS",0,NA,2140,2140,0,152,0
"397",2020-12-04,"AZ",352101,11634,1986277,4012371,5680,46993,6885
"398",2020-12-04,"CA",1286557,NA,23388921,24675478,22018,200836,19582
"399",2020-12-04,"CO",252222,10797,1574219,3397074,5013,53979,3338
"400",2020-12-04,"CT",127715,8131,3294383,3422098,1538,27985,5146
"401",2020-12-04,"DC",22480,NA,695762,718242,316,8251,693
"402",2020-12-04,"DE",38398,1412,396669,760804,942,4175,782
"403",2020-12-04,"FL",1022354,96513,6421830,12857097,9898,121877,19236
"404",2020-12-04,"GA",438300,NA,3996720,4435020,4947,38355,9725
"405",2020-12-04,"GU",6959,132,79571,86530,17,572,113
"406",2020-12-04,"HI",18605,315,295153,686756,121,3021,256
"407",2020-12-04,"IA",210236,NA,879325,1089561,2267,6076,2605
"408",2020-12-04,"ID",106455,16716,394453,484192,1721,3492,1014
"409",2020-12-04,"IL",770088,6259,10148910,10918998,10526,112634,13782
"410",2020-12-04,"IN",367329,NA,1904853,4464492,7899,61536,6122
"411",2020-12-04,"KS",168295,NA,676891,845186,6234,14004,1786
"412",2020-12-04,"KY",194193,34027,2539515,2699681,3592,11519,2039
"413",2020-12-04,"LA",247177,14698,3319357,3566534,3099,24633,6548
"414",2020-12-04,"MA",246398,8942,3207957,8774697,5491,96701,10910
"415",2020-12-04,"MD",209191,NA,2194096,4583228,3792,55912,4790
"416",2020-12-04,"ME",12844,1454,900832,913676,290,11840,224
"417",2020-12-04,"MI",420268,31236,6479892,6900160,9425,68361,10117
"418",2020-12-04,"MN",338973,7834,2269217,4322340,5347,55360,3845
"419",2020-12-04,"MO",313421,NA,1530641,3147554,4053,22857,4122
"420",2020-12-04,"MP",106,NA,17010,17116,0,0,2
"421",2020-12-04,"MS",161516,35651,982395,1143911,2480,2480,3916
"422",2020-12-04,"MT",66436,NA,608826,675262,1314,6181,727
"423",2020-12-04,"NC",382534,24067,5102753,5485287,5303,52588,5467
"424",2020-12-04,"ND",83604,1698,273247,1116803,891,10295,995
"425",2020-12-04,"NE",134710,NA,623122,1421703,2180,15380,1159
"426",2020-12-04,"NH",23690,NA,410074,845200,765,6500,552
"427",2020-12-04,"NJ",356662,NA,5825837,6182499,5663,5663,17255
"428",2020-12-04,"NM",104935,NA,1515448,1620383,2073,15469,1706
"429",2020-12-04,"NV",162434,NA,842221,1696894,2902,14136,2272
"430",2020-12-04,"NY",685364,NA,19488097,20173461,11271,208297,27017
"431",2020-12-04,"OH",456963,24639,5892479,6349442,10114,78654,6882
"432",2020-12-04,"OK",208875,NA,1982769,2191644,4827,30155,1860
"433",2020-12-04,"OR",81437,3531,2005617,2087054,2174,44007,1003
"434",2020-12-04,"PA",398600,29089,2893321,3291921,11763,32527,11113
"435",2020-12-04,"PR",54597,1813,305972,360569,492,492,1173
"436",2020-12-04,"RI",62137,NA,482922,1608848,1415,14841,1413
"437",2020-12-04,"SC",226013,15018,2248886,2474899,2950,25799,4496
"438",2020-12-04,"SD",84398,6245,252114,336512,1050,1815,1064
"439",2020-12-04,"TN",392608,32407,4258736,4651344,4356,25683,4876
"440",2020-12-04,"TX",1228812,NA,9882224,11111036,13699,93589,22255
"441",2020-12-04,"UT",209170,NA,1165332,1887656,3005,21599,925
"442",2020-12-04,"VA",247380,29792,3169036,3386624,2877,25623,4160
"443",2020-12-04,"VI",1613,NA,27502,29115,24,106,23
"444",2020-12-04,"VT",4763,126,225346,572870,73,5803,77
"445",2020-12-04,"WA",172437,NA,2753107,2894367,2095,0,2900
"446",2020-12-04,"WI",432207,27652,2180320,4556566,5673,39104,3842
"447",2020-12-04,"WV",52172,8114,1136433,1188605,1147,17003,799
"448",2020-12-04,"WY",35737,4690,144576,412285,659,0,257
"449",2020-12-03,"AK",33291,NA,1007214,1040505,760,15862,130
"450",2020-12-03,"AL",260359,44421,1400010,1615948,3531,12425,3776
"451",2020-12-03,"AR",164310,21588,1576679,1719401,2789,16135,2555
"452",2020-12-03,"AS",0,NA,1988,1988,0,0,0
"453",2020-12-03,"AZ",346421,11173,1969836,3965378,5442,50731,6821
"454",2020-12-03,"CA",1264539,NA,23210103,24474642,18591,175516,19437
"455",2020-12-03,"CO",247209,10688,1560856,3343095,6037,54195,3320
"456",2020-12-03,"CT",126177,7986,3267936,3394113,4751,66673,5111
"457",2020-12-03,"DC",22164,NA,687827,709991,322,8506,692
"458",2020-12-03,"DE",37456,1405,394304,756629,758,8590,779
"459",2020-12-03,"FL",1012456,94138,6376281,12735220,10656,119339,19112
"460",2020-12-03,"GA",433353,NA,3963312,4396665,4373,33701,9648
"461",2020-12-03,"GU",6942,140,79016,85958,22,472,112
"462",2020-12-03,"HI",18484,298,295153,683735,142,6290,246
"463",2020-12-03,"IA",207969,NA,875516,1083485,2196,5456,2522
"464",2020-12-03,"ID",104734,16309,392275,480700,1429,3452,991
"465",2020-12-03,"IL",759562,6259,10046802,10806364,10959,106778,13625
"466",2020-12-03,"IN",359430,NA,1893434,4402956,8460,60470,6033
"467",2020-12-03,"KS",162061,NA,669121,831182,0,0,1679
"468",2020-12-03,"KY",190601,33282,2530843,2688162,3836,68353,2014
"469",2020-12-03,"LA",244078,14049,3297823,3541901,2743,23402,6524
"470",2020-12-03,"MA",240907,8643,3186939,8677996,6675,111734,10874
"471",2020-12-03,"MD",205399,NA,2177942,4527316,2044,31305,4764
"472",2020-12-03,"ME",12554,1403,889282,901836,346,9495,220
"473",2020-12-03,"MI",410843,30500,6420956,6831799,7957,69777,10035
"474",2020-12-03,"MN",333626,7562,2250748,4266980,6149,48363,3784
"475",2020-12-03,"MO",309368,NA,1525036,3124697,3998,20958,4102
"476",2020-12-03,"MP",106,NA,17010,17116,0,0,2
"477",2020-12-03,"MS",159036,34343,982395,1141431,2168,2168,3879
"478",2020-12-03,"MT",65122,NA,603959,669081,782,5500,722
"479",2020-12-03,"NC",377231,23265,5055468,5432699,5637,54695,5410
"480",2020-12-03,"ND",82713,1658,272578,1106508,1017,10169,983
"481",2020-12-03,"NE",132530,NA,620451,1406323,2336,20122,1128
"482",2020-12-03,"NH",22925,NA,408102,838700,593,7051,544
"483",2020-12-03,"NJ",350999,NA,5825837,6176836,4793,43249,17209
"484",2020-12-03,"NM",102862,NA,1502052,1604914,1899,12692,1673
"485",2020-12-03,"NV",159532,NA,839656,1682758,2536,17759,2249
"486",2020-12-03,"NY",674093,NA,19291071,19965164,9855,203440,26955
"487",2020-12-03,"OH",446849,24001,5823939,6270788,8921,53044,6753
"488",2020-12-03,"OK",204048,NA,1957441,2161489,1707,18410,1836
"489",2020-12-03,"OR",79263,3531,1964061,2043047,1103,21382,973
"490",2020-12-03,"PA",386837,28212,2872557,3259394,11406,31339,10944
"491",2020-12-03,"PR",54105,1756,305972,360077,397,397,1155
"492",2020-12-03,"RI",60722,NA,480754,1594007,1717,19476,1400
"493",2020-12-03,"SC",223063,14628,2226037,2449100,2228,16199,4466
"494",2020-12-03,"SD",83348,6087,251349,334697,1145,2157,1033
"495",2020-12-03,"TN",388252,31704,4237409,4625661,3967,20272,4781
"496",2020-12-03,"TX",1215113,NA,9802334,11017447,14439,84901,22000
"497",2020-12-03,"UT",206165,NA,1155726,1866057,3945,17741,917
"498",2020-12-03,"VA",244503,28735,3145233,3361001,2023,10105,4147
"499",2020-12-03,"VI",1589,NA,27420,29009,26,199,23
"500",2020-12-03,"VT",4690,124,223078,567067,224,7492,75
"501",2020-12-03,"WA",170342,NA,2753107,2894367,3126,0,2850
"502",2020-12-03,"WI",426534,26826,2169970,4517462,5604,38263,3773
"503",2020-12-03,"WV",51025,7928,1120577,1171602,1120,11921,789
"504",2020-12-03,"WY",35078,4560,143277,412285,571,3960,257
"505",2020-12-02,"AK",32531,NA,992112,1024643,697,6015,122
"506",2020-12-02,"AL",256828,43656,1390351,1603523,3928,9681,3711
"507",2020-12-02,"AR",161521,20816,1562561,1703266,2212,11813,2522
"508",2020-12-02,"AS",0,NA,1988,1988,0,0,0
"509",2020-12-02,"AZ",340979,10662,1957887,3914647,3840,54038,6739
"510",2020-12-02,"CA",1245948,NA,23053178,24299126,20759,137813,19324
"511",2020-12-02,"CO",241172,10467,1548678,3288900,3862,33359,3193
"512",2020-12-02,"CT",121426,7958,3206014,3327440,2672,41230,5091
"513",2020-12-02,"DC",21842,NA,679643,701485,157,4076,690
"514",2020-12-02,"DE",36698,1398,391835,748039,355,3851,779
"515",2020-12-02,"FL",1001800,91045,6336387,12615881,9890,98399,19012
"516",2020-12-02,"GA",428980,NA,3933984,4362964,4051,23997,9567
"517",2020-12-02,"GU",6920,138,78566,85486,31,448,112
"518",2020-12-02,"HI",18342,298,295153,677445,76,4281,244
"519",2020-12-02,"IA",205773,NA,872256,1078029,2375,5037,2449
"520",2020-12-02,"ID",103305,15886,389829,477248,1607,2572,960
"521",2020-12-02,"IL",748603,6259,9950983,10699586,9757,85507,13397
"522",2020-12-02,"IN",350970,NA,1881132,4342486,6597,46499,5973
"523",2020-12-02,"KS",162061,NA,669121,831182,4615,8298,1679
"524",2020-12-02,"KY",186765,32505,2465549,2619809,3597,11557,1980
"525",2020-12-02,"LA",241335,13555,3277164,3518499,3595,64048,6501
"526",2020-12-02,"MA",234232,8445,3161191,8566262,5027,105845,10824
"527",2020-12-02,"MD",203355,NA,2168003,4496011,2220,35566,4715
"528",2020-12-02,"ME",12208,1338,880133,892341,232,10632,218
"529",2020-12-02,"MI",402886,29689,6359136,6762022,7433,45433,9842
"530",2020-12-02,"MN",327477,7176,2236442,4218617,5165,38689,3692
"531",2020-12-02,"MO",305370,NA,1520005,3103739,2679,14639,4043
"532",2020-12-02,"MP",106,NA,17010,17116,0,0,2
"533",2020-12-02,"MS",156868,33122,982395,1139263,2457,2457,3851
"534",2020-12-02,"MT",64340,NA,599241,663581,1135,2686,713
"535",2020-12-02,"NC",371594,22314,5006410,5378004,4199,33967,5366
"536",2020-12-02,"ND",81696,1615,271517,1096339,551,5195,972
"537",2020-12-02,"NE",130194,NA,618172,1386201,1787,15866,1080
"538",2020-12-02,"NH",22332,NA,405484,831649,566,6549,537
"539",2020-12-02,"NJ",346206,NA,5787381,6133587,4296,42485,17145
"540",2020-12-02,"NM",100963,NA,1491259,1592222,1544,12463,1629
"541",2020-12-02,"NV",156996,NA,834431,1664999,2129,11141,2201
"542",2020-12-02,"NY",664238,NA,19097486,19761724,8973,193551,26889
"543",2020-12-02,"OH",437928,23713,5779816,6217744,7835,34813,6671
"544",2020-12-02,"OK",202341,NA,1940738,2143079,2859,20129,1812
"545",2020-12-02,"OR",78160,3531,1943782,2021665,1506,19350,953
"546",2020-12-02,"PA",375431,27388,2852624,3228055,8291,24470,10757
"547",2020-12-02,"PR",53708,1699,305972,359680,388,388,1144
"548",2020-12-02,"RI",59005,NA,477901,1574531,1099,12617,1391
"549",2020-12-02,"SC",220835,14182,2212066,2432901,1923,15875,4444
"550",2020-12-02,"SD",82203,5765,250337,332540,1291,2007,995
"551",2020-12-02,"TN",384285,31114,4221104,4605389,4099,23156,4688
"552",2020-12-02,"TX",1200674,NA,9731872,10932546,16424,62344,21756
"553",2020-12-02,"UT",202220,NA,1149122,1848316,4004,12722,906
"554",2020-12-02,"VA",242480,28094,3136510,3350896,2417,9470,4113
"555",2020-12-02,"VI",1563,NA,27247,28810,13,232,23
"556",2020-12-02,"VT",4466,120,221464,559575,101,3942,74
"557",2020-12-02,"WA",167216,NA,2753107,2894367,2197,0,2805
"558",2020-12-02,"WI",420930,25840,2162616,4479199,4565,26098,3703
"559",2020-12-02,"WV",49905,7636,1109776,1159681,1087,10654,778
"560",2020-12-02,"WY",34507,4541,141466,408325,702,-11262,230
"561",2020-12-01,"AK",31834,NA,986794,1018628,511,7232,122
"562",2020-12-01,"AL",252900,42863,1383805,1593842,3376,9495,3638
"563",2020-12-01,"AR",159309,20111,1552255,1691453,1950,7996,2512
"564",2020-12-01,"AS",0,NA,1988,1988,0,0,0
"565",2020-12-01,"AZ",337139,10301,1945076,3860609,10322,57515,6687
"566",2020-12-01,"CA",1225189,NA,22936124,24161313,12221,136142,19211
"567",2020-12-01,"CO",237310,10356,1541144,3255541,4405,36690,3109
"568",2020-12-01,"CT",118754,7729,3167456,3286210,1459,24756,5040
"569",2020-12-01,"DC",21685,NA,675724,697409,133,2153,685
"570",2020-12-01,"DE",36343,1380,390907,744188,689,3754,777
"571",2020-12-01,"FL",991910,87556,6295909,12517482,8540,89717,18916
"572",2020-12-01,"GA",424929,NA,3914038,4338967,2796,24519,9515
"573",2020-12-01,"GU",6889,132,78149,85038,37,619,112
"574",2020-12-01,"HI",18266,298,295153,673164,43,3402,244
"575",2020-12-01,"IA",203398,NA,869594,1072992,988,2176,2431
"576",2020-12-01,"ID",101698,15427,388405,474676,1214,1639,929
"577",2020-12-01,"IL",738846,6259,9875233,10614079,12542,116081,13131
"578",2020-12-01,"IN",344373,NA,1872885,4295987,5396,36023,5864
"579",2020-12-01,"KS",157446,NA,665438,822884,0,0,1560
"580",2020-12-01,"KY",183168,31640,2456724,2608252,4127,25132,1943
"581",2020-12-01,"LA",237740,13330,3216711,3454451,5326,50732,6455
"582",2020-12-01,"MA",229205,8031,3142496,8460417,3073,59833,10778
"583",2020-12-01,"MD",201135,NA,2156576,4460445,2765,30696,4673
"584",2020-12-01,"ME",11976,1301,869733,881709,219,5910,214
"585",2020-12-01,"MI",395453,29211,6321136,6716589,6511,39253,9759
"586",2020-12-01,"MN",322312,6924,2223615,4179928,3549,23306,3615
"587",2020-12-01,"MO",302691,NA,1516896,3089100,2929,12723,4006
"588",2020-12-01,"MP",106,NA,17010,17116,0,263,2
"589",2020-12-01,"MS",154411,31647,982395,1136806,1141,1141,3836
"590",2020-12-01,"MT",63205,NA,597690,660895,1007,4874,698
"591",2020-12-01,"NC",367395,21489,4976642,5344037,2883,27753,5284
"592",2020-12-01,"ND",81145,1548,271183,1091144,466,3055,960
"593",2020-12-01,"NE",128407,NA,616317,1370335,1941,16164,1018
"594",2020-12-01,"NH",21766,NA,402323,825100,772,7941,528
"595",2020-12-01,"NJ",341910,NA,5749192,6091102,4606,4606,17083
"596",2020-12-01,"NM",99419,NA,1480340,1579759,2324,21468,1589
"597",2020-12-01,"NV",154867,NA,831889,1653858,2698,15759,2166
"598",2020-12-01,"NY",655265,NA,18912908,19568173,7285,146675,26816
"599",2020-12-01,"OH",430093,23313,5752838,6182931,9030,54334,6548
"600",2020-12-01,"OK",199482,NA,1923468,2122950,1737,51737,1758
"601",2020-12-01,"OR",76654,3486,1925676,2002315,1223,22535,936
"602",2020-12-01,"PA",367140,26492,2836445,3203585,5676,14072,10563
"603",2020-12-01,"PR",53320,1673,305972,359292,775,775,1122
"604",2020-12-01,"RI",57906,NA,475807,1561914,1183,11754,1380
"605",2020-12-01,"SC",218912,13908,2198114,2417026,1425,17563,4404
"606",2020-12-01,"SD",80912,5521,249621,330533,448,1681,948
"607",2020-12-01,"TN",380186,30643,4202047,4582233,5693,36797,4638
"608",2020-12-01,"TX",1184250,NA,9685952,10870202,16139,108443,21549
"609",2020-12-01,"UT",198216,NA,1144247,1835594,2510,11548,890
"610",2020-12-01,"VA",240063,27147,3128510,3341426,2228,15099,4093
"611",2020-12-01,"VI",1550,NA,27028,28578,6,251,23
"612",2020-12-01,"VT",4365,117,220785,555633,69,2679,72
"613",2020-12-01,"WA",165019,NA,2753107,2894367,2319,0,2774
"614",2020-12-01,"WI",416365,25052,2156410,4453101,4635,27071,3611
"615",2020-12-01,"WV",48818,7257,1100209,1149027,976,11076,758
"616",2020-12-01,"WY",33805,4416,141466,419587,500,0,230
"617",2020-11-30,"AK",31323,NA,980073,1011396,507,5216,121
"618",2020-11-30,"AL",249524,41501,1376324,1584347,2295,4634,3578
"619",2020-11-30,"AR",157359,19303,1545401,1683457,1112,7629,2502
"620",2020-11-30,"AS",0,NA,1988,1988,0,0,0
"621",2020-11-30,"AZ",326817,10077,1936949,3803094,822,22500,6639
"622",2020-11-30,"CA",1212968,NA,22812203,24025171,14034,217670,19141
"623",2020-11-30,"CO",232905,10202,1531344,3218851,4133,43725,3037
"624",2020-11-30,"CT",117295,7804,3144159,3261454,4714,106837,5020
"625",2020-11-30,"DC",21552,NA,673704,695256,104,4914,680
"626",2020-11-30,"DE",35654,1378,388688,740434,403,10970,772
"627",2020-11-30,"FL",983370,84338,6256432,12427765,6426,71417,18834
"628",2020-11-30,"GA",422133,NA,3892315,4314448,1532,11521,9452
"629",2020-11-30,"GU",6852,130,77567,84419,34,1168,112
"630",2020-11-30,"HI",18223,298,295153,669762,85,4525,244
"631",2020-11-30,"IA",202410,NA,868406,1070816,1143,2831,2403
"632",2020-11-30,"ID",100484,15053,387606,473037,824,1893,920
"633",2020-11-30,"IL",726304,6259,9771694,10497998,6190,66980,12985
"634",2020-11-30,"IN",338977,NA,1865604,4259964,5665,37936,5723
"635",2020-11-30,"KS",157446,NA,665438,822884,4425,10460,1560
"636",2020-11-30,"KY",179041,30617,2434696,2583120,2116,34592,1908
"637",2020-11-30,"LA",232414,11993,3171305,3403719,169,1013,6420
"638",2020-11-30,"MA",226132,7803,3127214,8400584,1168,29194,10748
"639",2020-11-30,"MD",198370,NA,2146539,4429749,1923,27350,4641
"640",2020-11-30,"ME",11757,1270,864042,875799,249,34228,194
"641",2020-11-30,"MI",388942,28493,6288394,6677336,10790,102895,9564
"642",2020-11-30,"MN",318763,6670,2217580,4156622,5794,39881,3593
"643",2020-11-30,"MO",299762,NA,1513931,3076377,3829,17868,3829
"644",2020-11-30,"MP",106,NA,16747,16853,2,2,2
"645",2020-11-30,"MS",153270,31033,982395,1135665,1485,36608,3807
"646",2020-11-30,"MT",62198,NA,593823,656021,397,5798,681
"647",2020-11-30,"NC",364512,20994,4951772,5316284,2734,29796,5261
"648",2020-11-30,"ND",80679,1488,270965,1088089,595,7089,933
"649",2020-11-30,"NE",126466,NA,613901,1354171,1143,5945,989
"650",2020-11-30,"NH",20994,NA,400267,817159,514,6496,526
"651",2020-11-30,"NJ",337304,NA,5749192,6086496,3190,139073,16993
"652",2020-11-30,"NM",97095,NA,1461196,1558291,1678,11120,1568
"653",2020-11-30,"NV",152169,NA,827680,1638099,1642,10793,2144
"654",2020-11-30,"NY",647980,NA,18773518,19421498,6819,148974,26747
"655",2020-11-30,"OH",421063,22692,5707534,6128597,6631,45112,6429
"656",2020-11-30,"OK",197745,NA,1873468,2071213,2200,2200,1743
"657",2020-11-30,"OR",75431,3317,968686,1979780,1311,12383,912
"658",2020-11-30,"PA",361464,25553,2828049,3189513,4268,13440,10383
"659",2020-11-30,"PR",52545,1557,305972,358517,843,843,1106
"660",2020-11-30,"RI",56723,NA,473161,1550160,651,7114,1373
"661",2020-11-30,"SC",217487,13828,2181976,2399463,1358,12876,4381
"662",2020-11-30,"SD",80464,5491,248388,328852,564,1108,946
"663",2020-11-30,"TN",374493,29781,4170943,4545436,7975,55985,4602
"664",2020-11-30,"TX",1168111,NA,9593648,10761759,10838,58082,21379
"665",2020-11-30,"UT",195706,NA,1139688,1824046,1897,7014,871
"666",2020-11-30,"VA",237835,26581,3115073,3326327,1893,16984,4062
"667",2020-11-30,"VI",1544,NA,26783,28327,0,0,23
"668",2020-11-30,"VT",4296,111,219589,552954,71,1963,69
"669",2020-11-30,"WA",162700,NA,2753107,2894367,2066,0,2703
"670",2020-11-30,"WI",411730,24495,2149996,4426030,2676,27880,3494
"671",2020-11-30,"WV",47842,6995,1090109,1137951,845,8725,735
"672",2020-11-30,"WY",33305,4252,141466,419587,816,26211,215
"673",2020-11-29,"AK",30816,NA,975364,1006180,612,7126,121
"674",2020-11-29,"AL",247229,41286,1373770,1579713,2236,5811,3577
"675",2020-11-29,"AR",156247,19157,1538738,1675828,1221,10243,2470
"676",2020-11-29,"AS",0,NA,1988,1988,0,0,0
"677",2020-11-29,"AZ",325995,9989,1920319,3780594,3221,23429,6634
"678",2020-11-29,"CA",1198934,NA,22608567,23807501,15614,234319,19121
"679",2020-11-29,"CO",228772,10126,1519306,3175126,3489,31899,3003
"680",2020-11-29,"CT",112581,7788,3042036,3154617,0,0,4961
"681",2020-11-29,"DC",21448,NA,668894,690342,140,5004,680
"682",2020-11-29,"DE",35251,1375,387133,729464,581,9274,770
"683",2020-11-29,"FL",976944,82555,6227391,12356348,7131,85090,18736
"684",2020-11-29,"GA",420601,NA,3882326,4302927,1665,13903,9442
"685",2020-11-29,"GU",6818,127,76433,83251,36,36,112
"686",2020-11-29,"HI",18138,298,295153,665237,56,5517,244
"687",2020-11-29,"IA",201267,NA,866718,1067985,1584,4304,2367
"688",2020-11-29,"ID",99660,14923,386407,471144,1160,2249,913
"689",2020-11-29,"IL",720114,6259,9710904,10431018,7178,62740,12882
"690",2020-11-29,"IN",333312,NA,1855616,4222028,4304,38627,5685
"691",2020-11-29,"KS",153021,NA,659403,812424,0,0,1529
"692",2020-11-29,"KY",176925,30232,2404179,2548528,2743,0,1896
"693",2020-11-29,"LA",232245,11936,3170461,3402706,1643,23963,6407
"694",2020-11-29,"MA",224964,7801,3120723,8371390,2495,48685,10722
"695",2020-11-29,"MD",196447,NA,2136392,4402399,1999,39249,4625
"696",2020-11-29,"ME",11508,1193,830063,841571,220,220,191
"697",2020-11-29,"MI",378152,28131,6196289,6574441,0,0,9467
"698",2020-11-29,"MN",312969,6366,2206087,4116741,8946,89486,3578
"699",2020-11-29,"MO",295933,NA,1509103,3058509,3193,16361,3823
"700",2020-11-29,"MP",104,NA,16747,16851,0,0,2
"701",2020-11-29,"MS",151785,30171,947272,1099057,1845,1845,3806
"702",2020-11-29,"MT",61801,NA,588422,650223,956,4830,671
"703",2020-11-29,"NC",361778,20839,4924710,5286488,3820,41634,5240
"704",2020-11-29,"ND",80084,1488,270281,1081000,725,8920,921
"705",2020-11-29,"NE",125323,NA,612529,1348226,1257,8881,989
"706",2020-11-29,"NH",20480,NA,398496,810663,478,25100,526
"707",2020-11-29,"NJ",334114,NA,5613309,5947423,3839,3839,16978
"708",2020-11-29,"NM",95417,NA,1451754,1547171,1435,10969,1540
"709",2020-11-29,"NV",150527,NA,824769,1627306,1298,4490,2136
"710",2020-11-29,"NY",641161,NA,18631363,19272524,6723,157320,26690
"711",2020-11-29,"OH",414432,22303,5669053,6083485,7729,54776,6399
"712",2020-11-29,"OK",195545,NA,1873468,2069013,1721,1721,1736
"713",2020-11-29,"OR",74120,3317,968686,1967397,1614,12968,905
"714",2020-11-29,"PA",357196,25277,2818877,3176073,5529,19942,10351
