"","date","state","positive","probableCases","negative","totalTestResults","positiveIncrease","totalTestResultsIncrease","death"
"8513",2020-07-12,"AK",1478,NA,143997,145475,92,2099,17
"8514",2020-07-12,"AL",53587,679,457919,510827,1640,9460,1121
"8515",2020-07-12,"AR",28367,NA,354035,382402,1564,12753,321
"8516",2020-07-12,"AS",0,NA,816,816,0,0,0
"8517",2020-07-12,"AZ",122467,709,573705,1011370,2537,12589,2237
"8518",2020-07-12,"CA",320804,NA,5085795,5406599,8460,130904,7017
"8519",2020-07-12,"CO",36913,3002,362452,490677,322,9327,1725
"8520",2020-07-12,"CT",47287,1979,542107,589394,0,31006,4348
"8521",2020-07-12,"DC",10847,NA,116036,126883,46,2833,568
"8522",2020-07-12,"DE",12804,981,124605,188572,61,3873,517
"8523",2020-07-12,"FL",265432,NA,2304196,2917932,15149,129145,4346
"8524",2020-07-12,"GA",116926,NA,966490,1091670,2525,18697,3001
"8525",2020-07-12,"GU",312,8,16667,16979,0,0,5
"8526",2020-07-12,"HI",1200,NA,92720,110405,42,1999,19
"8527",2020-07-12,"IA",35071,NA,339342,374413,424,6052,750
"8528",2020-07-12,"ID",10505,730,114756,124531,577,2891,102
"8529",2020-07-12,"IL",155048,1132,1829066,1984114,954,38894,7388
"8530",2020-07-12,"IN",51612,NA,513035,735038,533,6048,2760
"8531",2020-07-12,"KS",18611,NA,199168,217779,0,0,284
"8532",2020-07-12,"KY",19389,827,418781,437088,268,0,625
"8533",2020-07-12,"LA",78122,NA,856873,934995,1319,10548,3416
"8534",2020-07-12,"MA",111597,NA,845883,1260707,199,7040,8325
"8535",2020-07-12,"MD",73109,NA,570282,802280,642,21140,3319
"8536",2020-07-12,"ME",3539,396,118775,122314,19,2424,114
"8537",2020-07-12,"MI",76776,7438,1219379,1296155,406,22033,6314
"8538",2020-07-12,"MN",42281,NA,712771,755052,710,12957,1540
"8539",2020-07-12,"MO",27443,NA,458065,605046,310,14620,1069
"8540",2020-07-12,"MP",33,NA,10734,10767,2,2,2
"8541",2020-07-12,"MS",36287,326,298924,335211,868,868,1249
"8542",2020-07-12,"MT",1758,NA,112903,114661,81,1302,29
"8543",2020-07-12,"NC",85701,NA,1113874,1199575,1908,23517,1503
"8544",2020-07-12,"ND",4329,0,118145,223258,91,4311,91
"8545",2020-07-12,"NE",20998,NA,187105,262284,221,5451,285
"8546",2020-07-12,"NH",6024,NA,127365,181329,33,3510,391
"8547",2020-07-12,"NJ",175298,NA,1510306,1685604,339,24320,15361
"8548",2020-07-12,"NM",15028,NA,403329,418357,255,7603,545
"8549",2020-07-12,"NV",27683,NA,319873,469636,845,8373,593
"8550",2020-07-12,"NY",401706,NA,4271489,4673195,677,62418,24979
"8551",2020-07-12,"OH",65592,3923,940794,1006386,1378,23351,3058
"8552",2020-07-12,"OK",20235,NA,400037,420272,456,456,422
"8553",2020-07-12,"OR",12170,573,284002,463147,319,7068,234
"8554",2020-07-12,"PA",95266,2714,829018,924284,577,11961,6904
"8555",2020-07-12,"PR",2583,NA,255766,258349,148,148,167
"8556",2020-07-12,"RI",17312,NA,149343,292723,0,2934,976
"8557",2020-07-12,"SC",56648,NA,435860,492508,1949,4418,961
"8558",2020-07-12,"SD",7499,NA,83109,90608,45,1002,109
"8559",2020-07-12,"TN",61960,517,956055,1018015,954,10901,741
"8560",2020-07-12,"TX",258658,NA,2234096,2492754,8196,63130,3192
"8561",2020-07-12,"UT",29484,NA,391323,498119,629,7519,215
"8562",2020-07-12,"VA",70670,2840,733375,813923,888,16007,1966
"8563",2020-07-12,"VI",181,NA,3908,4089,14,282,6
"8564",2020-07-12,"VT",1295,0,72625,91715,13,1165,56
"8565",2020-07-12,"WA",44675,NA,778827,823502,334,5382,1424
"8566",2020-07-12,"WI",39877,3429,653352,882641,797,17158,827
"8567",2020-07-12,"WV",4207,116,202829,207036,133,3213,96
"8568",2020-07-12,"WY",1862,356,38077,60211,23,207,21
"8569",2020-07-11,"AK",1386,NA,141990,143376,63,1445,17
"8570",2020-07-11,"AL",51947,653,450073,501367,1439,9767,1114
"8571",2020-07-11,"AR",26803,NA,342846,369649,0,4988,313
"8572",2020-07-11,"AS",0,NA,816,816,0,0,0
"8573",2020-07-11,"AZ",119930,697,564060,998781,3038,23522,2151
"8574",2020-07-11,"CA",312344,NA,4963351,5275695,8047,99958,6945
"8575",2020-07-11,"CO",36591,3004,355512,481350,400,9050,1725
"8576",2020-07-11,"CT",47287,1979,511101,558388,0,-73,4348
"8577",2020-07-11,"DC",10801,NA,113249,124050,58,3166,568
"8578",2020-07-11,"DE",12743,1044,121372,184699,91,4637,517
"8579",2020-07-11,"FL",250283,NA,2220788,2788787,10274,77508,4301
"8580",2020-07-11,"GA",114401,NA,950472,1072973,3190,18248,2996
"8581",2020-07-11,"GU",312,8,16667,16979,2,113,5
"8582",2020-07-11,"HI",1158,NA,91076,108406,28,1975,19
"8583",2020-07-11,"IA",34647,NA,333714,368361,663,6113,748
"8584",2020-07-11,"ID",9928,709,112421,121640,500,4250,101
"8585",2020-07-11,"IL",154094,1132,1791126,1945220,1195,32345,7369
"8586",2020-07-11,"IN",51079,NA,507067,728990,779,13575,2756
"8587",2020-07-11,"KS",18611,NA,199168,217779,0,0,284
"8588",2020-07-11,"KY",19121,814,418781,437088,451,5178,622
"8589",2020-07-11,"LA",76803,NA,847644,924447,2167,19199,3403
"8590",2020-07-11,"MA",111398,NA,834936,1253667,288,10216,8310
"8591",2020-07-11,"MD",72467,NA,556810,781140,557,12129,3310
"8592",2020-07-11,"ME",3520,389,116370,119890,21,1484,112
"8593",2020-07-11,"MI",76370,7422,1197752,1274122,685,27317,6313
"8594",2020-07-11,"MN",41571,NA,700524,742095,804,16270,1537
"8595",2020-07-11,"MO",27133,NA,447417,590426,1134,13889,1069
"8596",2020-07-11,"MP",31,NA,10734,10765,0,0,2
"8597",2020-07-11,"MS",35419,314,298924,334343,797,4031,1230
"8598",2020-07-11,"MT",1677,NA,111682,113359,84,1181,29
"8599",2020-07-11,"NC",83793,NA,1092265,1176058,2462,25446,1499
"8600",2020-07-11,"ND",4238,0,116608,218947,88,4058,91
"8601",2020-07-11,"NE",20777,NA,183077,256833,154,3931,286
"8602",2020-07-11,"NH",5991,NA,126311,177819,18,2727,390
"8603",2020-07-11,"NJ",174959,NA,1486325,1661284,331,38126,15345
"8604",2020-07-11,"NM",14773,NA,395981,410754,224,7173,543
"8605",2020-07-11,"NV",26838,NA,314395,461263,930,14654,592
"8606",2020-07-11,"NY",401029,NA,4209748,4610777,730,69203,24974
"8607",2020-07-11,"OH",64214,3886,918821,983035,1358,23482,3036
"8608",2020-07-11,"OK",19779,NA,400037,419816,687,8742,421
"8609",2020-07-11,"OR",11851,573,280332,456079,397,8667,232
"8610",2020-07-11,"PA",94689,2688,817634,912323,813,13683,6897
"8611",2020-07-11,"PR",2435,NA,255766,258201,84,84,167
"8612",2020-07-11,"RI",17312,NA,149343,289789,0,4507,976
"8613",2020-07-11,"SC",54699,NA,433391,488090,2280,12855,951
"8614",2020-07-11,"SD",7454,NA,82152,89606,53,1064,109
"8615",2020-07-11,"TN",61006,498,946108,1007114,1460,12539,738
"8616",2020-07-11,"TX",250462,NA,2179162,2429624,10351,39835,3112
"8617",2020-07-11,"UT",28855,NA,385914,490600,632,8695,212
"8618",2020-07-11,"VA",69782,2819,716553,797916,851,16539,1962
"8619",2020-07-11,"VI",167,NA,3640,3807,14,181,6
"8620",2020-07-11,"VT",1282,0,71824,90550,5,1198,56
"8621",2020-07-11,"WA",44341,NA,773779,818120,526,10343,1424
"8622",2020-07-11,"WI",39080,3401,646504,865483,981,17659,828
"8623",2020-07-11,"WV",4074,111,199749,203823,91,2620,95
"8624",2020-07-11,"WY",1839,351,38077,60004,49,204,21
"8625",2020-07-10,"AK",1323,NA,140608,141931,50,6187,17
"8626",2020-07-10,"AL",50508,616,441708,491600,1334,23846,1104
"8627",2020-07-10,"AR",26803,NA,338609,364661,751,0,313
"8628",2020-07-10,"AS",0,NA,816,816,0,0,0
"8629",2020-07-10,"AZ",116892,683,552319,975259,4221,25796,2082
"8630",2020-07-10,"CA",304297,NA,4871440,5175737,7798,97303,6851
"8631",2020-07-10,"CO",36191,3002,349670,472300,666,11375,1724
"8632",2020-07-10,"CT",47287,1979,511174,558461,78,19,4348
"8633",2020-07-10,"DC",10743,NA,110141,120884,64,4961,568
"8634",2020-07-10,"DE",12652,1044,120056,180062,121,2746,517
"8635",2020-07-10,"FL",240009,NA,2177476,2711279,11250,84956,4203
"8636",2020-07-10,"GA",111211,NA,935137,1054725,4484,27338,2965
"8637",2020-07-10,"GU",310,8,16556,16866,1,334,5
"8638",2020-07-10,"HI",1130,NA,89465,106431,36,2245,19
"8639",2020-07-10,"IA",33984,NA,328264,362248,744,7589,743
"8640",2020-07-10,"ID",9428,688,108650,117390,459,3432,100
"8641",2020-07-10,"IL",152899,1132,1759976,1912875,1327,32997,7345
"8642",2020-07-10,"IN",50300,NA,500262,715415,725,12365,2748
"8643",2020-07-10,"KS",18611,NA,199168,217779,993,9297,284
"8644",2020-07-10,"KY",18670,780,414020,431910,425,8651,620
"8645",2020-07-10,"LA",74636,NA,830612,905248,2642,25108,3380
"8646",2020-07-10,"MA",111110,NA,827506,1243451,213,18260,8296
"8647",2020-07-10,"MD",71910,NA,549153,769011,463,13298,3303
"8648",2020-07-10,"ME",3499,389,114907,118406,13,2648,111
"8649",2020-07-10,"MI",75685,7390,1171120,1246805,622,23252,6285
"8650",2020-07-10,"MN",40767,NA,685058,725825,604,20385,1533
"8651",2020-07-10,"MO",25999,NA,428826,576537,0,13212,1051
"8652",2020-07-10,"MP",31,NA,10734,10765,0,0,2
"8653",2020-07-10,"MS",34622,301,295690,330312,1031,5508,1215
"8654",2020-07-10,"MT",1593,NA,110585,112178,127,3413,28
"8655",2020-07-10,"NC",81331,NA,1069281,1150612,1982,28801,1479
"8656",2020-07-10,"ND",4150,0,115442,214889,84,5338,89
"8657",2020-07-10,"NE",20623,NA,180391,252902,198,4020,284
"8658",2020-07-10,"NH",5973,NA,125078,175092,21,2607,387
"8659",2020-07-10,"NJ",174628,NA,1448530,1623158,388,23741,15299
"8660",2020-07-10,"NM",14549,NA,389032,403581,298,7700,539
"8661",2020-07-10,"NV",25908,NA,309583,446609,1004,12392,579
"8662",2020-07-10,"NY",400299,NA,4141275,4541574,786,73558,24968
"8663",2020-07-10,"OH",62856,3856,896697,959553,1525,43151,3032
"8664",2020-07-10,"OK",19092,NA,391982,411074,596,9320,416
"8665",2020-07-10,"OR",11454,573,275316,447412,266,9641,232
"8666",2020-07-10,"PA",93876,2670,804764,898640,1009,18617,6880
"8667",2020-07-10,"PR",2351,NA,255766,258117,116,116,159
"8668",2020-07-10,"RI",17312,NA,149343,285282,69,3747,976
"8669",2020-07-10,"SC",52419,NA,422816,475235,1728,11470,929
"8670",2020-07-10,"SD",7401,NA,81141,88542,65,1232,107
"8671",2020-07-10,"TN",59546,461,935029,994575,1955,21861,723
"8672",2020-07-10,"TX",240111,NA,2149678,2389789,9765,76577,3013
"8673",2020-07-10,"UT",28223,NA,379704,481905,867,8343,207
"8674",2020-07-10,"VA",68931,2836,699794,781377,943,13457,1958
"8675",2020-07-10,"VI",153,NA,3473,3626,9,112,6
"8676",2020-07-10,"VT",1277,0,70988,89352,5,1979,56
"8677",2020-07-10,"WA",43815,NA,763962,807777,841,14227,1409
"8678",2020-07-10,"WI",38099,3346,635411,847824,889,19676,821
"8679",2020-07-10,"WV",3983,111,197220,201203,157,4014,95
"8680",2020-07-10,"WY",1790,345,38077,59800,16,926,21
"8681",2020-07-09,"AK",1273,NA,134471,135744,47,2343,17
"8682",2020-07-09,"AL",49174,586,421330,467754,2212,0,1068
"8683",2020-07-09,"AR",26052,NA,338609,364661,1540,11389,309
"8684",2020-07-09,"AS",0,NA,816,816,0,0,0
"8685",2020-07-09,"AZ",112671,643,540390,949463,4057,24826,2038
"8686",2020-07-09,"CA",296499,NA,4781935,5078434,7031,82259,6711
"8687",2020-07-09,"CO",35525,2979,341615,460925,409,9332,1706
"8688",2020-07-09,"CT",47209,1985,511233,558442,101,12439,4348
"8689",2020-07-09,"DC",10679,NA,105244,115923,37,1634,568
"8690",2020-07-09,"DE",12531,1044,117674,177316,69,2051,517
"8691",2020-07-09,"FL",228759,NA,2124680,2626323,8890,46776,4111
"8692",2020-07-09,"GA",106727,NA,912695,1027387,2837,19864,2930
"8693",2020-07-09,"GU",309,8,16223,16532,2,392,5
"8694",2020-07-09,"HI",1094,NA,88058,104186,23,2068,19
"8695",2020-07-09,"IA",33240,NA,321419,354659,731,8308,739
"8696",2020-07-09,"ID",8969,662,105651,113958,430,3282,98
"8697",2020-07-09,"IL",151572,1122,1728306,1879878,1018,36180,7329
"8698",2020-07-09,"IN",49575,NA,492717,703050,512,11519,2739
"8699",2020-07-09,"KS",17618,NA,190864,208482,0,0,282
"8700",2020-07-09,"KY",18245,754,405768,423259,326,8055,612
"8701",2020-07-09,"LA",71994,NA,808146,880140,1843,14403,3355
"8702",2020-07-09,"MA",110897,NA,814864,1225191,295,17740,8268
"8703",2020-07-09,"MD",71447,NA,541134,755713,586,15119,3288
"8704",2020-07-09,"ME",3486,394,112272,115758,26,2820,111
"8705",2020-07-09,"MI",75063,7380,1148490,1223553,512,23550,6271
"8706",2020-07-09,"MN",40163,NA,665277,705440,574,12470,1528
"8707",2020-07-09,"MO",25999,NA,428826,563325,795,15973,1051
"8708",2020-07-09,"MP",31,NA,10734,10765,0,0,2
"8709",2020-07-09,"MS",33591,282,291213,324804,703,8485,1204
"8710",2020-07-09,"MT",1466,NA,107299,108765,95,2344,25
"8711",2020-07-09,"NC",79349,NA,1042462,1121811,2039,25129,1461
"8712",2020-07-09,"ND",4066,0,113779,209551,99,5806,89
"8713",2020-07-09,"NE",20425,NA,177410,248882,224,4296,282
"8714",2020-07-09,"NH",5952,NA,123676,172485,20,2022,386
"8715",2020-07-09,"NJ",174240,NA,1425177,1599417,201,21569,15268
"8716",2020-07-09,"NM",14251,NA,381630,395881,234,6194,533
"8717",2020-07-09,"NV",24904,NA,304874,434217,603,13894,571
"8718",2020-07-09,"NY",399513,NA,4068503,4468016,584,65564,24959
"8719",2020-07-09,"OH",61331,3825,855071,916402,1150,1150,3006
"8720",2020-07-09,"OK",18496,NA,383258,401754,603,6931,410
"8721",2020-07-09,"OR",11188,556,270887,437771,371,9937,230
"8722",2020-07-09,"PA",92867,2665,787156,880023,719,13497,6848
"8723",2020-07-09,"PR",2235,NA,255766,258001,64,63144,159
"8724",2020-07-09,"RI",17243,NA,147894,281535,39,3477,974
"8725",2020-07-09,"SC",50691,NA,413074,463765,1782,9925,905
"8726",2020-07-09,"SD",7336,NA,79974,87310,94,1084,101
"8727",2020-07-09,"TN",57591,438,915123,972714,1605,21755,710
"8728",2020-07-09,"TX",230346,NA,2082866,2313212,9782,54504,2918
"8729",2020-07-09,"UT",27356,NA,373801,473562,601,7660,205
"8730",2020-07-09,"VA",67988,2797,685440,767920,613,16721,1937
"8731",2020-07-09,"VI",144,NA,3370,3514,22,119,6
"8732",2020-07-09,"VT",1272,0,69608,87373,14,1394,56
"8733",2020-07-09,"WA",42974,NA,750576,793550,842,12499,1394
"8734",2020-07-09,"WI",37210,3302,623554,828148,800,17991,816
"8735",2020-07-09,"WV",3826,108,193363,197189,119,3274,95
"8736",2020-07-09,"WY",1774,346,37271,58874,34,1167,21
"8737",2020-07-08,"AK",1226,NA,132175,133401,40,1981,17
"8738",2020-07-08,"AL",46962,538,421330,467754,1177,6912,1058
"8739",2020-07-08,"AR",24512,NA,328760,353272,0,2876,301
"8740",2020-07-08,"AS",0,NA,816,816,0,120,0
"8741",2020-07-08,"AZ",108614,583,532456,924637,3520,26150,1963
"8742",2020-07-08,"CA",289468,NA,4706707,4996175,11694,99805,6562
"8743",2020-07-08,"CO",35116,2978,335586,451593,452,7131,1704
"8744",2020-07-08,"CT",47108,1979,498895,546003,75,8177,4343
"8745",2020-07-08,"DC",10642,NA,103647,114289,73,3912,564
"8746",2020-07-08,"DE",12462,1044,116572,175265,48,1276,515
"8747",2020-07-08,"FL",219869,NA,2096424,2579547,9947,67436,3991
"8748",2020-07-08,"GA",103890,NA,896519,1007523,3420,21610,2922
"8749",2020-07-08,"GU",307,8,15833,16140,4,229,5
"8750",2020-07-08,"HI",1071,NA,86025,102118,41,1539,19
"8751",2020-07-08,"IA",32509,NA,313842,346351,480,7053,735
"8752",2020-07-08,"ID",8539,655,102792,110676,487,2751,94
"8753",2020-07-08,"IL",150554,1122,1693144,1843698,980,32742,7309
"8754",2020-07-08,"IN",49063,NA,486794,691531,437,12892,2732
"8755",2020-07-08,"KS",17618,NA,190864,208482,717,6263,282
"8756",2020-07-08,"KY",17919,717,398002,415204,400,5987,608
"8757",2020-07-08,"LA",70151,NA,795586,865737,1888,18139,3339
"8758",2020-07-08,"MA",110602,NA,805393,1207451,264,19505,8243
"8759",2020-07-08,"MD",70861,NA,532247,740594,465,11934,3275
"8760",2020-07-08,"ME",3460,395,109478,112938,20,2032,110
"8761",2020-07-08,"MI",74551,7314,1125452,1200003,651,23492,6262
"8762",2020-07-08,"MN",39589,NA,653381,692970,456,7723,1523
"8763",2020-07-08,"MO",25204,NA,417136,547352,575,7957,1046
"8764",2020-07-08,"MP",31,NA,10734,10765,0,2547,2
"8765",2020-07-08,"MS",32888,268,283431,316319,674,674,1188
"8766",2020-07-08,"MT",1371,NA,105050,106421,44,1094,23
"8767",2020-07-08,"NC",77310,NA,1019372,1096682,1435,25392,1441
"8768",2020-07-08,"ND",3967,0,111868,203745,73,3509,89
"8769",2020-07-08,"NE",20201,NA,174847,244586,155,3368,282
"8770",2020-07-08,"NH",5932,NA,122579,170463,18,1893,384
"8771",2020-07-08,"NJ",174039,NA,1403809,1577848,161,17715,15243
"8772",2020-07-08,"NM",14017,NA,375670,389687,290,4445,527
"8773",2020-07-08,"NV",24301,NA,299352,420323,516,12297,553
"8774",2020-07-08,"NY",398929,NA,4003523,4402452,692,57585,24944
"8775",2020-07-08,"OH",60181,3797,855071,915252,1277,18767,2991
"8776",2020-07-08,"OK",17893,NA,376930,394823,673,5805,407
"8777",2020-07-08,"OR",10817,540,265450,427834,212,7787,224
"8778",2020-07-08,"PA",92148,2633,774378,866526,849,16424,6812
"8779",2020-07-08,"PR",2171,NA,192686,194857,24,24,159
"8780",2020-07-08,"RI",17204,NA,146066,278058,0,3513,971
"8781",2020-07-08,"SC",48909,NA,404931,453840,1557,8549,884
"8782",2020-07-08,"SD",7242,NA,78984,86226,79,861,98
"8783",2020-07-08,"TN",55986,419,894973,950959,2472,29760,685
"8784",2020-07-08,"TX",220564,NA,2038144,2258708,9979,37421,2813
"8785",2020-07-08,"UT",26755,NA,368461,465902,722,7029,201
"8786",2020-07-08,"VA",67375,2792,670624,751199,635,12900,1905
"8787",2020-07-08,"VI",122,NA,3273,3395,6,96,6
"8788",2020-07-08,"VT",1258,0,68668,85979,2,1315,56
"8789",2020-07-08,"WA",42132,NA,738919,781051,960,15397,1384
"8790",2020-07-08,"WI",36410,3256,611150,810157,645,16655,814
"8791",2020-07-08,"WV",3707,105,190208,193915,246,4068,95
"8792",2020-07-08,"WY",1740,336,36078,57707,29,1071,21
"8793",2020-07-07,"AK",1186,NA,130234,131420,18,7667,17
"8794",2020-07-07,"AL",45785,522,415579,460842,907,6250,1033
"8795",2020-07-07,"AR",24512,NA,326143,350396,259,5867,292
"8796",2020-07-07,"AS",0,NA,696,696,0,0,0
"8797",2020-07-07,"AZ",105094,522,523703,898487,3653,25193,1927
"8798",2020-07-07,"CA",277774,NA,4618596,4896370,6090,103017,6448
"8799",2020-07-07,"CO",34664,2928,330409,444462,407,6190,1696
"8800",2020-07-07,"CT",47033,1977,490793,537826,57,7313,4338
"8801",2020-07-07,"DC",10569,NA,99808,110377,54,2727,561
"8802",2020-07-07,"DE",12414,1044,116271,173989,121,5631,514
"8803",2020-07-07,"FL",209922,NA,2055400,2512111,7299,43362,3943
"8804",2020-07-07,"GA",100470,NA,878982,985913,3406,21323,2899
"8805",2020-07-07,"GU",303,8,15608,15911,2,362,5
"8806",2020-07-07,"HI",1030,NA,84643,100579,7,666,19
"8807",2020-07-07,"IA",32029,NA,307269,339298,372,3836,725
"8808",2020-07-07,"ID",8052,616,100489,107925,319,2049,94
"8809",2020-07-07,"IL",149574,1122,1661382,1810956,587,26994,7273
"8810",2020-07-07,"IN",48626,NA,481449,678639,295,14657,2717
"8811",2020-07-07,"KS",16901,NA,185318,202219,0,0,280
"8812",2020-07-07,"KY",17519,655,392353,409217,367,9502,602
"8813",2020-07-07,"LA",68263,NA,779335,847598,1936,33953,3319
"8814",2020-07-07,"MA",110338,NA,796422,1187946,201,19712,8213
"8815",2020-07-07,"MD",70396,NA,523982,728660,492,9879,3266
"8816",2020-07-07,"ME",3440,390,107466,110906,17,1356,110
"8817",2020-07-07,"MI",73900,7273,1102611,1176511,631,17148,6251
"8818",2020-07-07,"MN",39133,NA,646114,685247,564,5554,1514
"8819",2020-07-07,"MO",24629,NA,410719,539395,773,10560,1042
"8820",2020-07-07,"MP",31,NA,8187,8218,0,0,2
"8821",2020-07-07,"MS",32214,248,283431,315645,957,957,1158
"8822",2020-07-07,"MT",1327,NA,104000,105327,78,2401,23
"8823",2020-07-07,"NC",75875,NA,995415,1071290,1346,19444,1420
"8824",2020-07-07,"ND",3894,0,110459,200236,51,1926,93
"8825",2020-07-07,"NE",20046,NA,173027,241218,117,1720,283
"8826",2020-07-07,"NH",5914,NA,121966,168570,17,1698,382
"8827",2020-07-07,"NJ",173878,NA,1386255,1560133,267,10924,15191
"8828",2020-07-07,"NM",13727,NA,371515,385242,220,5002,519
"8829",2020-07-07,"NV",23785,NA,292761,408026,876,12815,548
"8830",2020-07-07,"NY",398237,NA,3946630,4344867,588,56736,24924
"8831",2020-07-07,"OH",58904,3754,837581,896485,948,15073,2970
"8832",2020-07-07,"OK",17220,NA,371798,389018,858,23867,404
"8833",2020-07-07,"OR",10605,519,261301,420047,210,6858,220
"8834",2020-07-07,"PA",91299,2608,758803,850102,995,16778,6787
"8835",2020-07-07,"PR",2147,NA,192686,194833,76,76,157
"8836",2020-07-07,"RI",17204,NA,146066,274545,41,2887,969
"8837",2020-07-07,"SC",47352,NA,397939,445291,972,5434,846
"8838",2020-07-07,"SD",7163,NA,78202,85365,58,1062,98
"8839",2020-07-07,"TN",53514,398,867685,921199,1359,16581,665
"8840",2020-07-07,"TX",210585,NA,2010702,2221287,10028,57558,2715
"8841",2020-07-07,"UT",26033,NA,363455,458873,564,7810,194
"8842",2020-07-07,"VA",66740,2790,661377,738299,638,10798,1881
"8843",2020-07-07,"VI",116,NA,3183,3299,4,69,6
"8844",2020-07-07,"VT",1256,0,68007,84664,3,1100,56
"8845",2020-07-07,"WA",41172,NA,724482,765654,1047,17656,1370
"8846",2020-07-07,"WI",35765,3209,601012,793502,535,9387,812
"8847",2020-07-07,"WV",3461,107,186386,189847,19,866,95
"8848",2020-07-07,"WY",1711,333,36078,56636,36,1306,20
"8849",2020-07-06,"AK",1168,NA,122585,123753,27,0,16
"8850",2020-07-06,"AL",44878,503,410217,454592,925,5209,1007
"8851",2020-07-06,"AR",24253,NA,320715,344529,1044,5636,292
"8852",2020-07-06,"AS",0,NA,696,696,0,0,0
"8853",2020-07-06,"AZ",101441,498,516400,873294,3352,8494,1810
"8854",2020-07-06,"CA",271684,NA,4521669,4793353,5699,113215,6337
"8855",2020-07-06,"CO",34257,2889,326383,438272,192,6571,1691
"8856",2020-07-06,"CT",46976,1979,483537,530513,259,5945,4338
"8857",2020-07-06,"DC",10515,NA,97135,107650,33,1657,561
"8858",2020-07-06,"DE",12293,1044,114886,168358,165,3742,512
"8859",2020-07-06,"FL",202623,NA,2027493,2468749,6237,40509,3880
"8860",2020-07-06,"GA",97064,NA,861889,964590,1548,13080,2878
"8861",2020-07-06,"GU",301,8,15248,15549,13,595,5
"8862",2020-07-06,"HI",1023,NA,84035,99913,24,1135,19
"8863",2020-07-06,"IA",31657,NA,303805,335462,304,2990,723
"8864",2020-07-06,"ID",7733,589,98732,105876,363,2201,93
"8865",2020-07-06,"IL",148987,1122,1634975,1783962,614,21134,7236
"8866",2020-07-06,"IN",48331,NA,478261,663982,323,3406,2698
"8867",2020-07-06,"KS",16901,NA,185318,202219,982,10658,280
"8868",2020-07-06,"KY",17152,627,383190,399715,776,4663,593
"8869",2020-07-06,"LA",66327,NA,747318,813645,1101,11191,3296
"8870",2020-07-06,"MA",110137,NA,789280,1168234,163,16979,8198
"8871",2020-07-06,"MD",69904,NA,517457,718781,272,10937,3246
"8872",2020-07-06,"ME",3423,389,106127,109550,8,1618,109
"8873",2020-07-06,"MI",73269,7096,1086094,1159363,328,12544,6221
"8874",2020-07-06,"MN",38569,NA,641124,679693,433,5678,1511
"8875",2020-07-06,"MO",23856,NA,402889,528835,420,104621,1028
"8876",2020-07-06,"MP",31,NA,8187,8218,0,0,2
"8877",2020-07-06,"MS",31257,229,283431,314688,357,4547,1114
"8878",2020-07-06,"MT",1249,NA,101677,102926,37,2820,23
"8879",2020-07-06,"NC",74529,NA,977317,1051846,1546,15008,1398
"8880",2020-07-06,"ND",3843,0,109733,198310,33,1219,89
"8881",2020-07-06,"NE",19929,NA,171811,239498,102,1270,284
"8882",2020-07-06,"NH",5897,NA,119338,166872,40,2200,381
"8883",2020-07-06,"NJ",173611,NA,1375598,1549209,209,14569,15138
"8884",2020-07-06,"NM",13507,NA,366733,380240,251,5186,515
"8885",2020-07-06,"NV",22909,NA,288572,395211,491,2948,537
"8886",2020-07-06,"NY",397649,NA,3890482,4288131,518,54328,24913
"8887",2020-07-06,"OH",57956,3724,823456,881412,805,12650,2927
"8888",2020-07-06,"OK",16362,NA,348789,365151,434,434,399
"8889",2020-07-06,"OR",10395,493,257326,413189,165,5080,215
"8890",2020-07-06,"PA",90304,2599,743020,833324,450,8624,6754
"8891",2020-07-06,"PR",2071,NA,192686,194757,225,225,155
"8892",2020-07-06,"RI",17163,NA,144551,271658,55,2962,960
"8893",2020-07-06,"SC",46380,NA,393477,439857,1533,9048,827
"8894",2020-07-06,"SD",7105,NA,77198,84303,42,300,97
"8895",2020-07-06,"TN",52155,381,852463,904618,724,8452,653
"8896",2020-07-06,"TX",200557,NA,1963172,2163729,5318,30272,2655
"8897",2020-07-06,"UT",25469,NA,358028,451063,517,4162,190
"8898",2020-07-06,"VA",66102,2763,649011,727501,354,9362,1853
"8899",2020-07-06,"VI",112,NA,3118,3230,1,59,6
"8900",2020-07-06,"VT",1253,0,67259,83564,2,462,56
"8901",2020-07-06,"WA",40125,NA,707873,747998,969,17749,1359
"8902",2020-07-06,"WI",35230,3169,588913,784115,490,9068,803
"8903",2020-07-06,"WV",3442,106,185539,188981,180,4160,95
"8904",2020-07-06,"WY",1675,326,33693,55330,41,1463,20
"8905",2020-07-05,"AK",1141,NA,122612,123753,27,1021,16
"8906",2020-07-05,"AL",43953,503,405933,449383,1091,7798,1007
"8907",2020-07-05,"AR",23209,NA,315684,338893,0,0,286
"8908",2020-07-05,"AS",0,NA,696,696,0,0,0
"8909",2020-07-05,"AZ",98089,478,506273,864800,3536,8073,1809
"8910",2020-07-05,"CA",265985,NA,4414153,4680138,8597,127107,6331
"8911",2020-07-05,"CO",34065,2897,321590,431701,199,6747,1701
"8912",2020-07-05,"CT",46717,1976,477851,524568,0,24542,4335
"8913",2020-07-05,"DC",10482,NA,95511,105993,35,1439,559
"8914",2020-07-05,"DE",12128,1044,111813,164616,132,4496,512
"8915",2020-07-05,"FL",196386,NA,2000088,2428240,9856,63788,3832
"8916",2020-07-05,"GA",95516,NA,853669,951510,2197,23295,2860
